gene, B cells_naive, Monocytes_CD14+, Monocytes_CD16+, NK cells, T cells_CD4+_memory TREG, T cells_CD4+_naive, T cells_CD4+_naive_stimulated, T cells_CD4+_naive TREG, T cells_CD4+_TFH, T cells_CD4+_Th1_17, T cells_CD4+_Th17, T cells_CD4+_Th1, T cells_CD4+_Th2, T cells_CD8+_naive, T cells_CD8+_naive_stimulated
EMB,,,,,-3.169640699,,,-1.370705742,,,-3.13575782,,-1.76285087,,
EMC10,,-1.094816655,,0.582909684,,0.867397882,,,0.894462364,,,,,,
EMC3,1.154241817,,,,,1.185696395,,1.561575461,1.266839075,1.180591304,,,,1.18367931,
EMC4,,,-1.436061665,,,,,,,,,,,,
EMC6,-1.507134788,-0.9804774,-1.749748205,,,,,,,,,,,,
EMC7,,-0.671846084,-1.288088918,,,0.789950816,,,,,,,,,
EMC8,,,,,,,,,,,,,,1.654236368,
EMD,,,,1.013868127,,,,,,,,,,,
EMG1,,,-1.919191552,,,,,,,,,,,,
EMP3,,,,,-2.231073779,,,,,-1.548597598,,-1.31879919,,,
EMSY,,,,-2.126387369,,-1.653951612,,,-1.239641079,,,,,,
ENC1,,,,2.050671224,,,,,,,,4.93119046,,,
ENDOD1,,-3.569986434,,,,,,,,,,,,,
ENKUR,,-3.387176015,,,,,,,,,,,,,
ENO1,,,-1.382289776,,,,,-0.98840248,,,-3.517924,,,,
ENOSF1,,-4.079021201,,-0.915437689,,,,,,,,,,,
ENOX2,-1.665183369,-2.624480473,-1.777861505,,,,,,,,,,,,
ENSA,0.51597372,,-1.045572663,,,0.794717278,,,0.869251573,,,,,0.923858639,
ENTPD1,-2.557491015,,,,,,,,,,,,,,
ENTPD4,1.54473186,1.012375029,,,,1.223561276,,1.250419125,,,,1.606294293,,1.385440557,
EOMES,,,,-2.726304766,,,,,,,,,,,
EP300,1.49659741,,,1.47856317,,,,2.420148324,1.459345867,2.188250679,2.222000098,1.862391346,1.812223685,1.38422066,
EP400,1.281848277,,,,,,,,1.311112156,,,,,,
EPB41,,,,,,,2.897685731,2.207396104,,,,1.842045484,,,
EPB41L1,,-7.767246015,,,,,,,,,,,,,
EPB41L4A-AS1,,,,0.927596354,,,,-1.296438318,,,,,,-0.718422369,
EPB42,,,,,6.950147997,,,7.699698308,,,7.847051019,,7.467112306,,
EPC1,,,,,,,3.189586091,1.570962931,1.369081141,,,1.678596892,,1.553571631,
EPC2,,,,,,,2.744876199,,1.796345526,2.194434403,2.276330935,2.432162871,,,
EPDR1,,-2.738638058,,,,,,,,,,,,,
EPG5,2.429267101,,,,,2.156214826,,,,2.58434943,2.970245635,2.639170346,,,
EPHA1-AS1,,,,,,-1.806960134,,,,,,,,,
EPHA4,,,,,,4.765299506,,6.118134628,,3.969681778,,4.512037727,,5.280281672,
EPHB2,,-4.254825684,,,,,,,,,,,,,
EPHX2,,,,,,-2.222698643,,,,,,,,-2.465644809,
EPN2,2.472709146,,,,,,,,,,,,,,
EPRS,-1.371258661,-1.446181948,-2.113257938,-1.338591969,,-0.599877808,,,,-2.157595508,,,,-1.049006146,
EPS15,,,,,2.703262948,1.907284615,1.789001371,2.199023827,1.934210462,1.976052994,1.902971246,2.052126227,,2.246639159,
EPS15L1,,1.45662229,,,,,,,,,,,,,
EPS8,,,-1.730483321,,,,,,,,,,,,
EPSTI1,,,,,-2.956397054,,,,,,,,-1.614993198,2.965848958,
ERAP1,,-0.81758491,,,,,,,,,,,,,
ERAP2,0.726398451,-1.126071748,-1.822249641,,,,,,,,,,,,
ERBIN,,,,,1.679129945,,,2.14129549,1.922806366,2.040629736,1.819292038,2.044412322,,1.499693857,
ERC1,,,,,,,,,2.867948034,,,3.150386918,,,
ERCC1,1.677122923,,,1.880294021,,1.559065157,,,1.6687858,2.197681121,,2.414159207,,1.879705587,
ERCC5,,-1.28283115,-0.94358977,-0.860033825,,-0.682007344,,,,,,,,-0.815014463,
ERCC6L2,1.627101597,-1.074242558,,,,,,,,,,,,,
ERCC8,,-2.000211312,,,,,,,,,,,,,
ERF,,,,,,,,,,,,3.561622981,,,
ERGIC1,1.336049786,,,,,,,,,,,,,2.00597961,
ERGIC2,-0.854550778,,,,,-0.459091609,,,,-1.562977986,,,-1.411733456,,
ERGIC3,,-0.750672324,,,,0.836000227,,,,,,,,,
ERH,-1.030984433,-0.903869713,-1.503930361,-0.881758233,-3.075950313,-0.544961252,,-1.06637437,-1.856532713,-3.045838386,,,-1.689651552,-0.829605928,
ERICH1,,,,,,,,,,,,,-2.156649797,,
ERLEC1,,-2.78808409,-2.586454424,,,,,,,,,,,0.826755872,
ERLIN1,,-3.131937379,,,,,,,,,,,,,
ERN1,,,,,,1.743604756,,,,,,,-2.317163125,,
ERO1B,1.74485769,1.316650871,,1.882086273,,,,,,2.339184256,,2.180582071,,1.917534023,
ERP29,,,-1.301620375,-1.107422207,-2.487794633,-0.935139002,,-1.480003544,-1.431190931,-1.782435949,-2.127095836,-1.188888499,-1.62276184,-0.976476167,
ERP44,,,,,,0.815526705,,,,,,,,,
ERV3-1,,-3.873884829,,,,,,,,,,,,,
ERVK3-1,0.874981301,,,0.91663455,,,,,,,,,,0.81819161,
ESAM,,-4.360025955,,,,,,,,,,,,,
ESCO1,1.058973533,,,,,0.800471216,,,1.193871593,,,1.739384844,,0.990800609,
ESD,-1.304946694,-1.040324962,-1.749264602,,,,,,-1.015071225,-2.287338251,-3.235438953,,-1.909948971,,
ESF1,,-1.360576148,,,,,,,,,,,,,
ESR2,,,,-1.911242762,3.940788175,,,,,4.577970679,4.521553824,4.899767835,,,
ESRRA,,-1.985031416,-2.996625544,,,,,,,,,,,,
ESYT2,,,,,2.403553259,,2.675487041,2.089831239,1.96988356,,1.886604559,2.367198288,1.878715718,2.208929458,
ETF1,1.986148107,,,2.170092188,2.538036975,2.041961614,,2.44217283,2.272453646,1.980405586,2.146155612,2.52292502,2.338382479,2.053498613,
ETFA,,,-1.583939036,-1.000626389,,,,,,,,,,,
ETFB,-1.628135226,,-1.307684824,,,-1.136522205,,,,-2.299851344,,,-2.155547288,-1.46817047,
ETFDH,3.002732869,,,,,1.803898531,,2.766314367,2.235725169,,2.817514442,,,2.461109809,
ETHE1,,-0.693584805,,,,,,,,,,,,,
ETNK1,0.7351597,,,0.658885744,,0.852845942,,,,,,,,1.435961939,
ETS1,,-3.305912038,,,,,,,,,,,,,
ETV3,2.747710674,,,2.416094772,,,,,,2.853857919,3.080787909,2.953720105,,,
ETV6,,,,,,,,,,,,2.639259885,,2.95553469,
EVA1B,,-2.590911869,,,,,,,,,,,,,
EVA1C,,,,,,,,,,-2.229323763,,,,,
EVI2A,,,-1.398267315,-2.023708385,,-1.017390738,-3.074488409,-1.271158359,-1.60160389,-1.97194261,-1.725393943,-2.144785858,-1.941060355,-1.108885245,
EVI2B,,,-1.65524187,,-3.430247238,,,,-1.925621115,-1.674807417,-3.851629122,-1.50029633,-2.062253026,-1.478779456,
EVL,-0.882676108,,-1.564813791,,-3.444877544,,-2.416147046,,,-1.6517964,-2.860878473,,-1.855629149,,
EWSR1,1.090592106,,,1.009803273,,0.856119618,,1.464624291,1.003764723,1.254351773,,1.52729703,1.460261482,0.921586707,
EXOC1,,-1.521500648,-1.446259406,,,,,,,,,,,,
EXOC2,,,,,,,,3.392065302,2.398603962,,2.084956987,1.869703523,,,
EXOC4,,,,,,,,,2.651087661,,,,,,
EXOC6,,,,,,,,,,2.320263583,,2.830614771,,,
EXOC6B,-2.043762426,,,,,,,,3.806790525,,4.405730632,4.413181645,,,
EXOC7,,-1.14975022,-1.320489493,,,,,,,,,,,,
EXOSC1,,,-2.53209047,,,,-2.171402169,,,,,,,,
EXOSC3,,,-3.73409036,,,,,,,,,,,,
EXOSC6,,,,1.034724577,,,,1.690779937,1.209408251,1.21689474,,1.574500715,1.13339587,1.118145514,
EXOSC7,,,,,,1.107357199,,,,,,,,0.849620817,
EXOSC8,,,,,,-0.988732722,,,,,,,-2.766204372,-1.072352549,
EXOSC9,,,,,,1.150244275,,,,,,1.250127582,,,
EXT1,,,,,,3.390558442,,,,,3.934725522,,,4.758000363,
EXTL3,,1.293579314,,,,,,,,,,,,,
EZH1,,1.013514924,,,,,,,,,,,,1.102045335,
EZH2,3.700906014,1.63667773,2.639590894,3.170067151,2.70398621,3.193734036,,3.711858808,3.034526797,3.727535225,3.658886651,3.127777385,2.995230339,3.468737274,
EZR,,,,,,1.568551079,1.77870543,2.234001362,1.813544782,1.800066055,,1.852205005,,2.120700808,
F11R,,-1.123488035,,,,,,,,,,,,,
F2R,,-5.776795303,,-1.318643728,,,,,,,,,,,
FAAH2,,,,-4.558529594,,,,,,,,,,5.771689957,
FAAP20,-0.942634355,,-1.423453539,-1.044170342,,,,,,,,,,,
FABP5,-5.282853148,-4.268293648,,,,,,,2.339536244,,,3.462284039,,,
FADS1,,-2.753351164,,,,,,,,,,,,,
FAF1,,,,,,,,,,,,3.210158448,,,
FAF2,,,,,,1.570718666,,,,,,,,,
FAM102A,1.949877031,,,-3.622325792,,,1.728814902,1.735245846,,,-1.893687438,,-1.356888288,1.350159692,
FAM102B,,,,,2.711942563,,,4.63198837,4.590671517,3.843080749,3.71839578,,,4.574119907,
FAM107B,,,,,,1.084433999,,1.442348421,,,,1.237261249,,1.094303343,
FAM110A,,-2.036866745,,,,,,,,,,,,,
FAM111A,,,-2.529792769,-1.483158067,,,,,,,,,,,
FAM111B,-3.493518795,,,,,,,,,,,,,,
FAM117A,1.127254181,,,,,1.245451108,,,,,,2.825572211,,,
FAM117B,,-2.056281991,,,4.104239121,,,2.785303715,2.699165694,3.433819204,3.725218112,3.586018166,2.705776486,2.741037137,
FAM118A,,,,,,,,3.02056506,,,,,,2.406487396,
FAM120B,,,,,3.10743077,,,,,,,2.475357994,,,
FAM126A,,1.239870898,,,,,,,,,,,,,
FAM126B,1.927003786,,,,,1.593249407,,2.565671001,,2.095227567,,,2.410929759,1.675766098,
FAM133B,1.052421962,,,,,0.892864236,,1.131136063,1.125798415,1.296428934,,1.572492042,,0.97585712,
FAM135A,2.910016918,,,,,,,,,,,,,,
FAM13A,,,,,2.357537541,2.616717139,,,2.041398263,2.923785782,2.827692759,,2.972236142,,
FAM13B,1.491107707,,,,2.917853267,1.841979331,,2.247074512,2.35770143,2.215834553,2.075043612,2.257732705,2.072038911,1.958747385,
FAM153CP,,,,,,-3.374196631,,,,,,,,-3.266161316,
FAM160B1,2.478905262,1.590839434,,1.436956022,1.849972578,2.028971792,,,2.394577058,2.220557742,,2.158635391,,2.984253176,
FAM162A,-1.236861774,,-2.136978112,,-5.03486524,,,-1.413742625,,-2.47248693,-5.195763065,,-2.962845733,-0.814712353,
FAM168A,,,,2.03461424,,,,,,,,,,,
FAM168B,2.036216926,,,,2.757841788,1.929585553,,2.372772262,2.025913339,2.531679115,2.58981389,2.369897526,1.912696704,2.011174147,
FAM169A,1.539513129,,,,,,,3.781463651,,2.718775761,,,,,
FAM172A,,,,,,,2.043721139,,2.145827785,,,,,,
FAM174C,-1.22167361,-0.802724167,-1.962094406,-1.530617945,,,,-1.486614046,,-2.552330931,,,-2.350277562,-1.097012806,
FAM177A1,,-0.753424133,,,,,,2.34995643,1.913368678,2.248498533,2.348269734,,2.11008182,,
FAM192A,-0.536017734,-0.537432067,-1.929336026,,,-0.636093269,,,,,,,,,
FAM193A,1.87495846,,,,3.002653325,,,,2.480737585,2.230341678,,2.446161225,2.176318036,2.464194508,
FAM193B,,1.622868228,,,,,,,,,,,,,
FAM204A,,,-1.011329177,,,,,,,,,,-1.531385412,-0.866845412,
FAM20A,,5.025760253,2.911396077,,,,,,,,,,,,
FAM210A,2.175568615,,,,,,,,,,,,,,
FAM210B,,,3.444702431,,4.16377483,,,4.155473658,4.398542863,3.814082535,4.568957239,,3.966529023,,
FAM214A,,1.054410291,,,2.463449936,2.175659594,,2.574710112,2.328395544,2.358301797,1.976487992,2.432700995,1.96674637,2.191610325,
FAM217A,,,,,,,,,5.91826994,,,,,,
FAM217B,,-1.644694177,,,,,,,,,,,,,
FAM222B,3.554335292,,3.447375516,,3.794873584,2.577905508,1.679918871,3.348013919,3.695018176,3.65147949,3.937782533,3.401338382,3.839072515,3.143211511,
FAM241A,3.636964904,,,,,2.335855341,,,,3.040477275,2.305098621,,,1.29655097,
FAM32A,,,-1.038565751,,,0.755858144,,,,,,,,0.949177298,
FAM43A,,,,,,,,,,2.845815981,,,,,
FAM49A,2.764661896,,,1.344896043,,,,,,,,,,,
FAM49B,,,,,,1.099630159,,1.334071832,1.721261609,,,1.194963964,,1.035058839,
FAM50A,,-1.003215938,-1.505987199,-1.031962163,,,,,,,,,,,
FAM53B,1.444940193,,,,,,,,,1.967906767,,3.109275761,,,
FAM53C,2.159574445,1.50000587,1.877060554,2.14231397,,2.458142261,,,,2.130498526,,,,,
FAM76B,,,,0.899527216,,1.175055047,,,0.873967129,,,,,1.297985372,
FAM78A,,-1.661195682,,,,,,,,,,,,,
FAM89B,,-1.048964196,-1.833421163,-1.848639668,,-2.172644474,,-3.645876262,,-3.022494724,-2.863803233,,-3.166583848,-1.978429975,
FAM91A1,1.481055746,1.077214741,,1.556534992,,,,,1.513207553,,,2.579570826,,2.340178042,
FAR1,,,,,,1.911278802,,2.7190843,2.125326265,2.262403092,2.439575514,2.038546359,1.563944365,2.06879102,
FARS2,,,-1.57910502,,,,,-1.581738719,,,,,,,
FAS,,,-5.115629077,,,,,,1.458797566,,1.878662243,,,,
FASTK,,,-2.397977993,,,,,,,,,,,,
FASTKD2,1.630051163,,,,,1.040972129,,,1.174407622,,,,,1.351637374,
FAU,,,-1.17228131,,-1.8315039,-0.608078134,-2.790568663,-0.76968111,-0.82657387,-0.877353976,-1.175382682,,-0.803755525,-0.657485345,
FAXDC2,,-4.385651938,,,,,,,,,,,,,
FBL,,-0.884819765,-1.179980357,,,,,,,-1.79325365,,,,0.61970296,
FBLN5,,,,,,-3.643183483,,-4.050491572,,,,,-3.409879894,-4.054958846,
FBRS,1.081428021,1.304928538,,1.334784175,,1.353264776,,,1.575487607,,,,,0.963034326,
FBRSL1,1.550540253,,,1.604410454,,,,,1.828197426,2.467038516,1.797575784,1.576415825,1.657874142,,
FBXL15,,,-1.360924722,,,,,,,,,,,,
FBXL20,2.335560166,,,,2.854586461,,,2.952530409,2.856262646,2.81616114,2.96346256,2.845919422,2.785383703,2.622529542,
FBXL3,,0.958958765,,1.419928509,,1.11739539,,,,1.74947769,,1.778304656,,1.482387119,
FBXL4,,,,,,-1.202408697,,,,,,,,,
FBXL5,1.899020611,,,,,1.338492562,,,1.668407257,1.738414149,,,,1.712122437,
FBXO10,,-5.900753143,,,,,,,,,,,,,
FBXO11,,,,,2.694803247,,,2.550228289,2.551107958,2.771241629,2.693239284,3.174624003,2.453881344,,
FBXO21,,,,,,,,1.905539567,1.790429379,1.956907494,,1.967038444,1.85002071,,
FBXO28,1.333833049,,,,,1.383814972,,3.026945698,2.439510227,2.202300619,,2.412804492,,2.047554493,
FBXO3,,,,1.349643519,,1.275159234,,1.627948137,1.348898494,,,,,1.64562178,
FBXO31,,,,,,,,,3.365012403,,,,,,
FBXO33,,,,,2.977810634,,,,2.479764129,2.610980854,2.920488895,2.654326804,2.213848307,,
FBXO34,,,,,2.899389514,2.141783332,,2.339608309,2.308636555,2.496720837,2.602580302,2.388331107,2.403319812,2.137925938,
FBXO38,,,-2.138313595,,,2.19515371,,,,,,,,,
FBXO42,1.798015888,,,-1.13559427,,1.576757776,,,2.492725659,,,,,2.353789718,
FBXO6,,,-3.567818153,,,,,,,,,,,,
FBXO7,,,,1.041413651,2.910485824,1.034087934,,1.885436879,2.178753976,1.832083204,2.810230855,,2.63609634,1.052337456,
FBXW11,,,,,,1.767461026,,2.069559278,2.223480051,1.97295976,2.447470867,2.062288674,,2.041909523,
FBXW2,,-1.152920119,,,,,,,,,,,,,
FBXW4,1.570657202,,,,,,,,,,,,,,
FBXW5,,-1.176742542,-1.451877016,,,,,,,,,,,,
FBXW7,,,,,,1.94761117,,2.426620147,,2.156497576,2.243944063,2.061015248,,,
FCAR,,,-2.393840352,,,,,,,,,,,,
FCER1A,,-4.280784854,,,,,,,,,,,,,
FCGR2B,-2.579407902,-4.875390138,-3.788205381,,,,,,,,,,,,
FCGR3A,,-3.806374522,,,,,,,,,,,,,
FCGRT,,,-1.422492478,,,,,,,,,,,1.206329196,
FCHSD2,,,,,,,,,,,,2.802315716,,,
FCMR,,,,-1.610281843,-3.559625935,-1.334089031,,-1.840830323,-1.338165138,-2.301982429,-2.421258396,-1.55290034,-2.590302847,-1.53454924,
FCN1,,,,4.368626545,,,,,7.326460134,,,,,,
FCRL3,-2.081231184,,,-2.224752722,,,,,,,,,,,
FDFT1,,,-2.022826109,,,,,-1.30308488,,-1.466290597,,,,1.225953023,
FDPS,-1.683503316,-1.618841739,-1.700898168,-1.080117126,,-1.003533614,,,,-1.659023908,,,,,
FDX1,-1.107098377,,,,,,,,,-3.00003635,,,-2.427435748,,
FECH,,,,,4.947316235,,,5.186395563,6.254431511,5.203161175,6.640309265,,5.525888623,,
FER,,,,,,,,,,4.218848153,,4.673578278,3.45294543,,
FERMT3,-1.483662913,,,-1.279167865,,-1.775145387,,,,-1.539215843,-2.889623326,,-2.170602216,,
FEZ2,,,-4.000536278,,,,,,,,,,,,
FGD3,,,,,,,,,,1.259948364,,,-1.588359693,,
FGD5-AS1,,,-1.926007746,-1.167781533,,,,,,,,,,,
FGFR1OP2,-0.829590031,,,,,,,,,-1.274014681,,,,-0.773716339,
FGGY,,-2.569948913,,,,,,,,,,,,,
FGL2,,,,-4.195624939,,,,,,,,,,,
FH,,,-3.135434232,,,,,,,,,,,,
FHIT,3.755208619,,-2.028323424,,,,,,,5.047059113,,,-1.760878763,1.72696879,
FHL1,,-3.679438376,,,,,,,,,,,,,
FHOD1,,1.814125013,,,,,,,,,,,,,
FIBP,-1.592100949,-0.951237029,-2.070586078,-1.093043953,,,,,,,,,,,
FIG4,-1.24201129,-2.654729347,,,,,,,,,,,,,
FILIP1L,,,,9.118747239,5.745707143,,,5.828096213,8.047762572,7.277794173,6.145759732,7.16226338,6.945124442,7.048803741,
FIP1L1,,,,,,,,,0.895749603,1.427523165,,,,1.005929247,
FIS1,-1.119531583,-0.831274019,-1.151635097,-1.095254616,,,,,,,-1.904923532,,,,
FKBP11,,,,,,-0.750553716,,,,-1.878986932,,,,,
FKBP15,,,-2.20782754,,,,,,,,,,,,
FKBP1A,,,,-1.070783358,,,,,0.767782434,,,,,,
FKBP3,-1.171395919,-2.385918845,-2.303287987,,,,,,,,,,,,
FKBP4,,-3.114122985,-3.288801244,,,,-5.511550968,,,,,,,,
FKBP5,,,,,,,1.407817471,,,,,,,,
FKBP8,-0.971416211,,,,2.601399162,,,1.642057775,1.916642,,2.357015001,,,-0.850494605,
FLI1,1.615871954,,,,,1.404092614,,,,,,,,1.299105643,
FLII,,,-1.484691134,,,,,,,,,,,,
FLNA,-1.231579486,,,,-3.100770373,,,,,,,,,-1.181603971,
FLNB,,4.706000163,3.789857651,2.153438078,3.194338984,2.439669549,,2.625791437,3.142616532,2.629622482,4.092515627,4.385515011,3.07499731,2.112257077,
FLOT1,,,2.571369617,,,,,,,,,,,,
FLOT2,,,-1.574603067,,,,,,,,,,,,
FLT3,,1.660327933,-3.816307221,,,,,,,,,,,,
FLVCR2,,2.451676764,2.882954536,,,,,,,,,,,,
FLYWCH2,,,-1.925254139,,,,,,,,,,,,
FMN1,,,,,,,,,,,,4.736364422,,,
FMNL1,,,,,,,,,,,,,,0.746300425,
FMNL3,3.159137322,,,,,,,,,,,,,,
FMR1,1.356513558,0.678631897,,0.986033163,,1.098850312,,,,,,1.901938201,,1.445986048,
FNBP1,,,,,,,,1.597160006,1.681549172,,,,,,
FNBP4,0.973310126,,,,-2.319136843,0.88464527,,1.279889326,1.030009653,1.385398169,,1.182526135,,1.189682953,
FNDC3A,,,,,,,,,1.916621176,2.156258131,2.289566922,2.288931086,,,
FNDC3B,3.971228909,,,,3.895794596,,2.533499369,3.703454803,2.839155466,2.958890455,3.739993074,2.778224635,2.982166771,,
FNIP1,,,,,3.076754027,2.136309424,2.562805823,2.775727539,2.647111743,3.104078295,3.023358639,2.683584323,2.463515589,2.681114883,
FNTA,,-0.725602137,-1.171369386,-0.729086407,,,,,,,,,,,
FO393401.1,,,,,,1.43189824,,,,,,,,,
FOS,2.630970993,,,,,,,4.276693504,,,,,,3.216294494,
FOSL2,,,,,,,,,,,3.840281196,3.663754252,3.675998043,,
FOXJ3,2.120139725,,,,2.486737354,1.842594349,,2.202768973,1.970764818,2.092687575,2.189422571,2.136409974,1.776572515,2.085727907,
FOXK1,2.353288872,1.204765678,,1.494715815,,1.754898566,,2.107989083,2.189435291,1.930680276,1.819420162,2.551124777,2.186817044,1.628233817,
FOXK2,2.366374518,,,,2.550512378,2.129528784,,2.223109794,2.951423903,2.425143721,2.677967609,2.798994236,2.885035112,2.464965657,
FOXN2,,-1.173048859,,,,,,,,,,,,,
FOXN3,,,,,,,,2.602334426,2.07292445,,,,,,
FOXO1,,,,,,,1.290851156,2.60248655,2.727144125,,2.961638016,,,,
FOXO3,2.513361549,,,,3.534072129,1.555910529,,3.432826276,3.327532379,3.309357335,3.920731542,,4.131971857,,
FPGS,,2.054383023,,,,,,,,,,,,,
FPR2,,-2.479731892,-2.49557548,,,,,,,,,,,,
FPR3,,-6.658160443,,,,,,,,,,,,,
FRA10AC1,,,,,,,,,,,,,,-1.429087091,
FRAT1,,-2.859563455,-2.500613925,,,,,,,,,,,,
FRAT2,,-2.294370246,-2.159480207,,,,,,,,,,,,
FRG1,,,-1.699133281,,,,,,,,,,-2.569332231,-1.074201615,
FRS2,,,,,3.261799002,2.423411229,,3.235938783,2.949851628,3.180643772,3.225734247,3.174194456,3.144842475,2.770931795,
FRYL,,,,,,,,-0.994156969,,-1.145013318,,,-1.888513276,,
FTH1,,,,,,,,,,,,,,1.150734591,
FTL,,,,,-1.785024994,-1.025370567,-2.314260489,,-1.003325745,-0.87927096,-1.024356799,-1.063109021,,,
FTO,,,,,,,,,2.553454748,,2.926787194,2.911717759,,,
FUBP1,1.482588631,,,,,,,1.362501694,1.428510197,1.75270172,1.698119439,1.545689935,1.527682322,,
FUCA1,,-5.67414272,,,,,,,,,,,,,
FUCA2,,-1.039560658,-3.598398513,,,,,,,,,,,,
FUNDC2,,-0.454414219,,,,,,,,,,,,,
FUOM,,-1.880467672,,,,,,,,,,,,,
FURIN,,,,1.436745493,,,,,3.08226943,2.73867158,3.04912144,,,,
FUS,,,,,,,,,1.07711525,,,1.083090828,,,
FUT7,,,,,,,,,,,-3.883367465,,,,
FUT8,,,,,,,,-2.16795151,,,,,,,
FXR1,,0.622327451,,,,0.708961678,-3.445605159,1.117638097,0.736739855,1.078753751,,,,0.635073493,
FXYD5,-0.892245213,,-1.847806958,-1.074435576,-2.889701459,,,-1.368326033,,-1.465501903,-2.103114274,-1.183390868,-1.408380564,-1.347722184,
FYB1,,,,,-2.948906841,,,-1.319413405,,-2.130734245,-2.192971639,-0.945225485,-1.697028309,,
FYN,,,,,,,,2.165832475,,,,,,,
FYTTD1,,,,-0.647287507,,,,,,,,,,,
FZD1,,,-6.04347375,,,,,,,,,,,,
G2E3,,,,,1.957232367,,,2.308720851,1.613735797,,,1.867345256,,1.688243115,
G3BP1,-0.984419513,-1.216762466,-1.595631852,-0.870401487,,-0.681065896,,,,,,,-1.899151897,-0.991575865,
G3BP2,1.224537607,,-2.995422331,,,1.43635285,,1.723219068,1.470486677,,,1.469622489,1.508677378,1.735033002,
G6PD,,,-1.243495735,-1.762237741,,,,,,,,,,,
GAA,,-1.356127105,-1.566232197,,,,,,,,,,,,
GAB1,3.571526606,,,,,,,,,,,,,,
GAB2,,,,,6.554412529,5.662039037,,4.628391223,7.302449566,6.132763326,5.829057685,5.876704888,4.941162013,7.476470395,
GAB3,,-1.000755243,,,,,,,,,,,,,
GABARAP,-0.878225466,,-0.732029511,,-1.944346618,-0.82130567,-1.769537491,-0.93415984,-0.788318478,-1.26219676,-1.103295462,-1.315468997,-1.208711284,-0.989664504,
GABARAPL1,,,,,3.884105532,,,,3.310648452,2.177686616,2.438892969,2.447114721,2.864441963,,
GABARAPL2,-1.034413904,,,,1.937717628,,,-0.662618712,,,,-1.236688069,,,
GABBR1,,,-2.146536069,,,,,,,,,,,,
GABPA,1.167969337,,,,,,,,,,,,,,
GABPB1,,,3.49007804,2.616794905,3.019317395,2.653551164,,2.987955051,2.504711678,3.145639239,2.805797612,3.308025976,3.079809593,3.083587734,
GABPB1-AS1,,,,,,,,,-1.296796064,,,,-2.486193158,,
GABPB1-IT1,,,,,,0.820637566,,1.478209264,1.089517888,,,,,0.931985239,
GADD45A,,-3.482141507,,,,3.126668319,,3.55079525,3.301728377,2.260267118,2.878300288,3.585430812,3.164286527,,
GADD45B,,,-2.401465511,,,1.301153455,,,,,,1.773076348,,,
GADD45G,,,,,,,,,,,4.37523004,6.694183575,3.887232684,,
GADD45GIP1,,-1.439177173,-1.411452168,,,-0.893901938,,,,-1.886108155,,,-1.474985699,-1.087258732,
GAK,1.981951599,,,1.54937505,,1.454735956,,2.265094329,2.017005768,1.737240795,,1.847438745,2.112239425,1.781976288,
GALC,,,,,,,,,,1.804240816,,,,,
GALK1,,-2.406337763,,,,,,,,,,,,,
GALK2,,-3.777573755,,,,,,,,,,,,,
GALM,,,,,,2.320021237,,,1.742492412,,,,,,
GALNT1,,,,,,1.363303706,,,1.589083471,,,,,1.603678373,
GALNT10,,,-1.550406575,,,,,,,,,,,3.109546568,
GALNT11,,,1.149962001,,,1.442872695,,,2.000363426,2.204309408,,2.200304414,,,
GALNT2,3.067755124,,,,,,,,,,,,,1.44282786,
GALNT3,,1.253842193,,,,,,,,,,,,,
GALNT7,2.760149032,,,,,,,,,,,,,,
GANAB,,-1.391463915,,,,,,,,,,,,,
GANC,-1.184757826,,,,,,,,,,,,,,
GAPDH,,,-1.746140688,,,,,,,,,,,,
GAPT,,-3.199734818,-3.059081093,,,,,,,,,,,,
GAPVD1,1.615281674,,,1.443360228,,1.580469388,,2.507203223,1.7176632,1.952202845,2.199816371,2.003490052,2.041478477,1.620059808,
GARS,1.854026195,0.907323711,,1.648893567,,1.575846095,,1.986568923,1.499380337,1.717603104,1.750318776,,1.964283106,1.519199523,
GARS-DT,,,-2.092006609,,,,,,,,,,,,
GAS2L1,,-3.793653568,,,,,,,,,,,,,
GAS2L3,,,2.32572603,,,,,,,,,,,,
GAS5,,,,,-1.878743443,,,,,,,,,,
GAS7,,,,,,,,,,4.658830391,,4.984932486,,,
GATA3,,,,1.174156584,,,,,,1.387896312,,,,,
GATAD1,-2.255941339,,-2.490630731,,,,,,,,,,,,
GATAD2A,1.792955996,,,,2.455104546,1.246227704,,,1.521872921,1.922936157,2.168507252,1.859729817,1.519223228,1.505176069,
GATAD2B,,,,,2.861016619,2.248490017,2.625738602,2.432478966,2.605330742,2.783345645,2.807749083,2.925579363,2.632129283,2.426984306,
GATD3B,,,-3.995632076,,,,,,,,,,,,
GBA,,-3.833751768,,,,,,,,,,,,,
GBF1,,,,,2.390046329,2.510126098,,,2.9660386,3.461697403,2.911831912,2.805733368,2.489860378,,
GBP1,,-4.218806374,-2.341109437,-2.769357336,,,,,,-3.097260619,-2.58657134,,-2.683918489,-2.013676186,
GBP2,-3.680960735,,,,,,2.999582352,-0.796053182,,,,,-1.95579257,,
GBP3,,-2.633003658,,,,,,,,,,,,,
GBP4,,,-2.18301837,,,2.056840904,,,,,,,,,
GBP5,,-3.546258629,-2.685090735,,-3.815229514,,,,,-2.887698079,,,,-3.062892771,
GCA,-1.197432875,,-2.386928104,,,,,,,,,,,,
